id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,out,counterpress,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
be4fe0c8-657b-44e5-aaeb-6f40aa244c23,104,1,00:02:23.674,2,Recovery,6,From Throw In,Finland,"Daniel O""Shaughnessy",Left Center Back,2.64224,3788753,38196,True,,,,0.11032158060033953,Incomplete,9476,Teemu Pukki,High Pass,,89.84301,4.3097,104.1,30.2
076d57fe-07aa-4b39-ae72-ad9c1cbceffb,108,1,00:02:28.591,2,Recovery,6,From Throw In,Finland,Paulus Arajuuri,Center Back,3.650728,3788753,24455,,,,,0.1889606237833784,Out,,,High Pass,Head,72.29185,18.39683,119.9,6.5
23583f4e-2be9-48c2-9f89-0c6b2c4c668e,109,1,00:02:41.132,2,Goal Kick,7,From Goal Kick,Russia,Matvey Safonov,Goalkeeper,1.246894,3788753,21298,,,,,0.9831497612962012,Complete,5171,Roman Zobnin,Ground Pass,Right Foot,6.0,44.0,20.4,47.6
da0eeec3-9960-4c69-a7f2-ebbcfb89075e,112,1,00:02:43.247,2,,7,From Goal Kick,Russia,Roman Zobnin,Left Defensive Midfield,1.316426,3788753,5171,,,,,0.9970595303748876,Complete,31917,Igor Diveev,Ground Pass,Right Foot,17.186459,44.87327,3.3,50.9
39293551-d700-4efa-8507-1db2de724b5e,116,1,00:02:48.960,2,,7,From Goal Kick,Russia,Igor Diveev,Center Back,2.10745,3788753,31917,,,,,0.9204929347802902,Incomplete,5179,Daler Kuzyaev,Ground Pass,Left Foot,14.850345,35.865875,33.5,3.0
f565edd6-3efc-4030-adbf-ede0e9fb4780,121,1,00:02:53.237,2,,7,From Goal Kick,Finland,Jukka Raitala,Right Wing Back,1.271364,3788753,15416,,,,,0.2340486641229391,Pass Offside,9725,Joel Pohjanpalo,High Pass,Right Foot,101.844124,68.46735,110.8,42.9
7a82af3a-d44e-4359-8b14-94e15af6fa09,123,1,00:04:10.940,4,Free Kick,8,From Free Kick,Russia,Matvey Safonov,Goalkeeper,2.179122,3788753,21298,,True,,,0.9601516726161412,Complete,16583,Georgiy Dzhikiya,Ground Pass,Right Foot,9.3,37.2,42.2,21.0
83d624d9-dde3-4da6-8eee-a6d0bedc0278,125,1,00:04:14.990,4,,8,From Free Kick,Russia,Georgiy Dzhikiya,Left Center Back,0.847432,3788753,16583,,,,,0.9953473925203644,Complete,31917,Igor Diveev,Ground Pass,Left Foot,42.2,21.0,35.4,42.6
8cbf7954-5825-4d42-a133-7832bd8eeb6d,128,1,00:04:17.295,4,,8,From Free Kick,Russia,Igor Diveev,Center Back,1.907752,3788753,31917,,,,,0.9761516992353659,Complete,18735,Dmitriy Barinov,Ground Pass,Left Foot,36.50414,45.293095,43.3,73.8
2f263e09-20a6-4a48-a7d4-c585f04a2cb2,131,1,00:04:23.097,4,,8,From Free Kick,Russia,Dmitriy Barinov,Right Center Back,1.833907,3788753,18735,,,,,0.9914912082457789,Complete,31917,Igor Diveev,Ground Pass,Right Foot,54.840015,72.638016,43.1,57.6
89e76cb4-8458-4096-a6bd-8788a01569f5,133,1,00:04:24.931,4,,8,From Free Kick,Russia,Igor Diveev,Center Back,1.091042,3788753,31917,,,,,0.986073609009974,Complete,16583,Georgiy Dzhikiya,Ground Pass,Right Foot,42.743416,56.374832,49.9,24.5
98c7a727-2c81-4790-a7b2-edc7869c149a,136,1,00:04:26.954,4,,8,From Free Kick,Russia,Georgiy Dzhikiya,Left Center Back,1.552647,3788753,16583,,,,,0.9349115252416343,Complete,5177,Aleksandr Golovin,Ground Pass,Right Foot,49.23023,31.083025,63.5,4.7
b1b85be9-9a62-4677-953a-509893bd4019,143,1,00:04:32.362,4,,8,From Free Kick,Russia,Aleksandr Golovin,Left Attacking Midfield,0.894081,3788753,5177,,,,,0.9565681131061764,Incomplete,5195,Artem Dzyuba,Ground Pass,Right Foot,77.58536,15.187884,92.8,21.2
1fe20b03-ae87-462a-8f76-732b476a7646,155,1,00:04:42.756,4,,8,From Free Kick,Russia,Aleksandr Golovin,Left Attacking Midfield,2.058403,3788753,5177,True,,,,0.7676550471261385,Complete,5179,Daler Kuzyaev,Ground Pass,Right Foot,90.565506,6.1903625,98.9,2.8
a05f5e19-8da8-46c6-b823-46a7acb90894,158,1,00:04:47.334,4,,8,From Free Kick,Russia,Daler Kuzyaev,Left Wing Back,1.093287,3788753,5179,,,,,0.9854315187075222,Complete,16583,Georgiy Dzhikiya,Ground Pass,Right Foot,91.83246,6.5995646,78.0,4.7
21a195af-5496-4a53-9cb4-053becee6bcf,161,1,00:04:49.514,4,,8,From Free Kick,Russia,Georgiy Dzhikiya,Left Center Back,0.598101,3788753,16583,,,,,0.9824436695393548,Complete,5171,Roman Zobnin,Ground Pass,Right Foot,77.51402,12.135656,78.9,17.8
75d11043-99ea-4ebb-81a4-6a3c4028eb3e,165,1,00:04:50.278,4,,8,From Free Kick,Russia,Roman Zobnin,Left Defensive Midfield,0.849395,3788753,5171,True,,,,0.9722502771915964,Complete,16583,Georgiy Dzhikiya,Ground Pass,Right Foot,77.53416,19.935627,78.5,8.2
1e641f31-0e75-41f8-b136-ebefbd059138,168,1,00:04:53.356,4,,8,From Free Kick,Russia,Georgiy Dzhikiya,Left Center Back,1.211553,3788753,16583,,,,,0.9477016997792662,Complete,5179,Daler Kuzyaev,Ground Pass,Left Foot,84.48866,9.551114,92.2,3.5
fd25e245-02c7-40eb-bf23-acf8ed0180e5,172,1,00:04:56.285,4,,8,From Free Kick,Russia,Daler Kuzyaev,Left Wing Back,0.887624,3788753,5179,True,,,,0.96665211140059,Complete,5171,Roman Zobnin,Ground Pass,Right Foot,88.92264,11.774991,78.5,22.8
991e7bc9-1f67-40a5-8aae-66abb0831cfe,175,1,00:04:58.662,4,,8,From Free Kick,Russia,Roman Zobnin,Left Defensive Midfield,1.855688,3788753,5171,,,,,0.992679767320668,Complete,18735,Dmitriy Barinov,Ground Pass,Right Foot,77.138916,26.788784,76.2,65.1
339964cd-95d4-460c-95a5-37ae8d8eb7bf,178,1,00:05:02.558,5,,8,From Free Kick,Russia,Dmitriy Barinov,Right Center Back,1.261695,3788753,18735,,,,,0.9646758112981674,Complete,5170,Mário Figueira Fernandes,Ground Pass,Left Foot,86.95608,61.572018,93.3,76.4
1d9d01cb-4f4b-4b5e-8aee-2ecf818a48a3,180,1,00:05:03.820,5,,8,From Free Kick,Russia,Mário Figueira Fernandes,Right Wing Back,1.101423,3788753,5170,,,,,0.979044367663676,Complete,18735,Dmitriy Barinov,Ground Pass,Right Foot,93.96319,77.79313,84.9,72.2
10f6d78c-c9c7-4d48-b4f8-2cbdacc35909,183,1,00:05:05.869,5,,8,From Free Kick,Russia,Dmitriy Barinov,Right Center Back,2.194007,3788753,18735,,,,,0.18914163801949752,Incomplete,5195,Artem Dzyuba,High Pass,Right Foot,84.493904,72.657875,104.5,41.8
1579d3cd-0933-4640-8939-a86be9e6801a,188,1,00:05:16.728,5,,8,From Free Kick,Russia,Dmitriy Barinov,Right Center Back,1.677089,3788753,18735,,,,,0.9934206882928648,Complete,31917,Igor Diveev,Ground Pass,Right Foot,58.484905,63.53389,49.5,53.0
cfabe2a5-1f71-40a6-92b3-d83929b06e90,190,1,00:05:18.405,5,,8,From Free Kick,Russia,Igor Diveev,Center Back,1.481973,3788753,31917,,,,,0.9357838820110922,Complete,16583,Georgiy Dzhikiya,Low Pass,Right Foot,48.997875,50.046944,57.9,16.8
8d04c4d4-cb4c-4871-8852-a4f4bffb40bf,194,1,00:05:22.350,5,,8,From Free Kick,Russia,Georgiy Dzhikiya,Left Center Back,1.294058,3788753,16583,True,,,,0.9384375680662526,Complete,5177,Aleksandr Golovin,Ground Pass,Right Foot,67.715355,24.852161,78.3,5.7
26d64d64-fa5a-4ea2-b81a-940d9ad0a3de,198,1,00:05:27.507,5,,8,From Free Kick,Russia,Aleksandr Golovin,Left Attacking Midfield,1.116675,3788753,5177,True,,,,0.9876842071571972,Complete,16583,Georgiy Dzhikiya,Ground Pass,Right Foot,77.8,10.9,65.1,17.6
d1e61b7c-4585-44eb-9007-a4a17bc804c9,201,1,00:05:32.589,5,,8,From Free Kick,Russia,Georgiy Dzhikiya,Left Center Back,0.86891,3788753,16583,,,,,0.9917000186742436,Complete,5177,Aleksandr Golovin,Ground Pass,Right Foot,72.99044,17.997608,77.6,6.8
aa402b4e-1a8e-490a-b063-2ce83e1fd54e,204,1,00:05:34.471,5,,8,From Free Kick,Russia,Aleksandr Golovin,Left Attacking Midfield,0.85199,3788753,5177,,,,,0.9917720975458386,Complete,5171,Roman Zobnin,Ground Pass,Right Foot,75.21014,9.360642,71.0,21.8
2fa15056-f1a0-4c9e-a2c2-01ce8df55288,207,1,00:05:36.847,5,,8,From Free Kick,Russia,Roman Zobnin,Left Defensive Midfield,1.877814,3788753,5171,,,,,0.7282588278844091,Complete,20845,Magomed Ozdoev,High Pass,Right Foot,68.778366,26.700796,83.7,65.7
171f2516-4e4a-4efc-af20-fd920c163b75,210,1,00:05:41.452,5,,8,From Free Kick,Russia,Magomed Ozdoev,Right Defensive Midfield,1.794753,3788753,20845,,,,,0.18871023577432072,Complete,5195,Artem Dzyuba,High Pass,Right Foot,89.92356,68.6189,110.7,36.0
26afeab8-6b3c-445a-b56c-805cb7285387,213,1,00:05:43.252,5,,8,From Free Kick,Russia,Artem Dzyuba,Center Forward,1.867783,3788753,5195,True,,,,0.12518997371493865,Complete,6299,Aleksey Miranchuk,High Pass,,112.38088,35.57791,117.8,46.6
40945757-f799-4ff2-8a09-abf810ff4a1b,215,1,00:05:45.120,5,,8,From Free Kick,Russia,Aleksey Miranchuk,Right Attacking Midfield,1.253521,3788753,6299,True,,,,0.2702873967645285,Incomplete,,,High Pass,,117.559,48.283268,113.7,44.7
f6447467-11b5-41c7-8eea-06d4c37089c8,219,1,00:05:48.333,5,Recovery,8,From Free Kick,Finland,Joel Pohjanpalo,Left Center Forward,2.441295,3788753,9725,True,,,,0.3479182762919972,Complete,13215,Glen Kamara,Low Pass,Left Foot,31.94328,32.8432,47.5,6.7
2498d2dc-0717-4bd7-bc4b-72816198da5c,226,1,00:05:59.562,5,,8,From Free Kick,Russia,Dmitriy Barinov,Right Center Back,1.284226,3788753,18735,,,,,0.9518218891564612,Complete,5171,Roman Zobnin,Ground Pass,Right Foot,21.778244,77.78922,29.3,64.9
3d89139c-1e26-4e74-a185-b0005178aa24,229,1,00:06:01.496,6,,8,From Free Kick,Russia,Roman Zobnin,Left Defensive Midfield,0.755288,3788753,5171,,,,,0.9561045113579304,Complete,20845,Magomed Ozdoev,Ground Pass,Right Foot,30.134844,63.352592,35.4,73.6
f0fb7b04-8266-4433-83da-bb456aed44a3,232,1,00:06:03.341,6,,8,From Free Kick,Russia,Magomed Ozdoev,Right Defensive Midfield,0.852734,3788753,20845,,,,,0.993233394172947,Complete,18735,Dmitriy Barinov,Ground Pass,Right Foot,35.38719,76.7335,23.9,72.4
a0cea0b5-4194-4f51-82a7-9495954d3604,235,1,00:06:05.284,6,,8,From Free Kick,Russia,Dmitriy Barinov,Right Center Back,4.420452,3788753,18735,,,,,0.9082699456895386,Complete,16583,Georgiy Dzhikiya,Low Pass,Right Foot,25.186913,72.07468,22.4,17.2
b2589e2c-1f87-4e40-89e6-07eed4a4418d,238,1,00:06:13.035,6,,8,From Free Kick,Russia,Georgiy Dzhikiya,Left Center Back,1.957675,3788753,16583,,,,,0.9435337317609228,Complete,5179,Daler Kuzyaev,Ground Pass,Right Foot,30.118006,17.838844,52.6,3.5
da078a8f-e50f-4239-9897-8b348522c42e,241,1,00:06:17.925,6,,8,From Free Kick,Russia,Daler Kuzyaev,Left Wing Back,1.435229,3788753,5179,,,,,0.981825088049762,Complete,31917,Igor Diveev,Ground Pass,Right Foot,59.02622,5.6457,49.9,28.4
b2f787ce-3acf-4c1c-b2cd-d730203c79e2,244,1,00:06:20.585,6,,8,From Free Kick,Russia,Igor Diveev,Center Back,1.947313,3788753,31917,,,,,0.9825629216029504,Complete,18735,Dmitriy Barinov,Ground Pass,Right Foot,50.76567,35.09243,55.4,64.9
8168d4b4-ba81-4daf-a9d0-878451c1d1fa,247,1,00:06:25.688,6,,8,From Free Kick,Russia,Dmitriy Barinov,Right Center Back,0.999633,3788753,18735,,,,,0.9883137070386208,Complete,5170,Mário Figueira Fernandes,Ground Pass,Right Foot,69.82714,66.33707,76.2,73.8
47cec9ee-925b-40e5-8f42-264b7d8720f7,251,1,00:06:27.644,6,,8,From Free Kick,Russia,Mário Figueira Fernandes,Right Wing Back,1.963821,3788753,5170,True,,,,0.95717167107909,Complete,31917,Igor Diveev,Ground Pass,Right Foot,69.77886,75.08796,51.4,61.1
aaf33098-9cb7-4774-a6b9-36c4c2b34165,254,1,00:06:31.055,6,,8,From Free Kick,Russia,Igor Diveev,Center Back,1.596712,3788753,31917,,,,,0.9853906101256008,Complete,16583,Georgiy Dzhikiya,Ground Pass,Right Foot,56.509052,53.169857,62.6,29.9
9b69d8bb-a694-4d49-8245-aad0015c0415,257,1,00:06:33.631,6,,8,From Free Kick,Russia,Georgiy Dzhikiya,Left Center Back,1.349326,3788753,16583,,,,,0.9603071480016859,Complete,5177,Aleksandr Golovin,Ground Pass,Left Foot,63.7,25.9,77.4,7.2
be6e069a-99ff-4db8-87bb-7bf68ae0b077,260,1,00:06:36.335,6,,8,From Free Kick,Russia,Aleksandr Golovin,Left Attacking Midfield,0.918616,3788753,5177,,,,,0.9575119368650414,Complete,5195,Artem Dzyuba,Ground Pass,Right Foot,81.02252,9.191643,91.8,12.8
aa7cfba3-a492-4b64-bc38-e51ed3b5aa3f,268,1,00:06:39.368,6,,9,Regular Play,Finland,Robin Lod,Right Center Midfield,1.5603,3788753,24321,True,,,,0.980131278003446,Complete,13215,Glen Kamara,Ground Pass,Right Foot,30.36371,56.588715,35.6,42.7
ebe8deb9-4f10-4464-8052-dbb8b6acfaa6,271,1,00:06:40.969,6,,9,Regular Play,Finland,Glen Kamara,Left Center Midfield,1.510771,3788753,13215,,,,,0.9966100519671074,Complete,24455,Paulus Arajuuri,Ground Pass,Right Foot,34.59958,43.509205,22.5,47.7
7d6665b0-02c9-4bbc-8aab-1ae75bcffe98,274,1,00:06:42.685,6,,9,Regular Play,Finland,Paulus Arajuuri,Center Back,1.684365,3788753,24455,,,,,0.9848842485814068,Complete,38196,"Daniel O""Shaughnessy",Ground Pass,Right Foot,21.502464,43.7297,22.1,28.7
79e9a73c-d729-467d-b5cc-47c3fbafc53c,277,1,00:06:46.551,6,,9,Regular Play,Finland,"Daniel O""Shaughnessy",Left Center Back,1.230153,3788753,38196,,,,,0.9873758611622818,Complete,16550,Jere Juhani Uronen,Ground Pass,Left Foot,26.80619,22.96742,28.5,4.0
c72c5416-1a14-48ab-956a-e694e02a899e,280,1,00:06:48.612,6,,9,Regular Play,Finland,Jere Juhani Uronen,Left Wing Back,0.905256,3788753,16550,,,,,0.9284904177240891,Complete,13215,Glen Kamara,Ground Pass,Right Foot,26.621735,4.83936,35.0,12.7
9cc1aaf9-bdf1-470b-8b57-cb6b14d1d11b,286,1,00:07:03.453,7,Free Kick,10,From Free Kick,Finland,Glen Kamara,Left Center Midfield,2.459409,3788753,13215,,,,,0.988259883679,Complete,26939,Joona Toivio,Low Pass,Left Foot,35.13504,14.784966,28.3,58.9
c47b17ee-6a59-40a7-98f6-3c05c22eade0,289,1,00:07:08.283,7,,10,From Free Kick,Finland,Joona Toivio,Right Center Back,1.84901,3788753,26939,,,,,0.9839292299017046,Complete,15416,Jukka Raitala,Ground Pass,Left Foot,32.136185,52.762775,42.1,76.4
37c9e538-bff4-4565-aefd-c00faf55d1c4,292,1,00:07:12.336,7,,10,From Free Kick,Finland,Jukka Raitala,Right Wing Back,1.347416,3788753,15416,,,,,0.9854312448646264,Complete,26939,Joona Toivio,Ground Pass,Right Foot,42.1,76.4,27.7,69.6
0260ae06-87be-4d93-8c73-4c18929d2ab0,295,1,00:07:15.656,7,,10,From Free Kick,Finland,Joona Toivio,Right Center Back,1.839641,3788753,26939,,,,,0.9934206882928648,Complete,8667,Lukáš Hrádecký,Ground Pass,Right Foot,26.981094,62.580845,11.2,57.5
64ff8c0e-00c1-4adf-9ee3-34fd203e5fe5,299,1,00:07:18.934,7,,10,From Free Kick,Finland,Lukáš Hrádecký,Goalkeeper,3.523249,3788753,8667,True,,,,0.20452906838232626,Incomplete,16550,Jere Juhani Uronen,High Pass,Right Foot,13.84133,53.457115,62.5,24.8
1b8296f7-b3e7-41ea-b40a-6d240c93bbfd,303,1,00:07:23.659,7,,11,Regular Play,Russia,Mário Figueira Fernandes,Right Wing Back,0.488294,3788753,5170,,,,,0.9804309554989398,Complete,5171,Roman Zobnin,Ground Pass,Right Foot,62.92494,49.45072,62.8,45.1
d8abffc3-b0b9-4012-906d-0b5d3316145e,306,1,00:07:25.007,7,,11,Regular Play,Russia,Roman Zobnin,Left Defensive Midfield,1.088049,3788753,5171,,,,,0.9802456469088464,Complete,20845,Magomed Ozdoev,Ground Pass,Right Foot,61.027847,50.0782,65.1,63.4
b18fee1b-b833-4f80-b419-9f36c796702f,309,1,00:07:27.143,7,,11,Regular Play,Russia,Magomed Ozdoev,Right Defensive Midfield,0.842047,3788753,20845,,,,,0.8971929211010711,Complete,6299,Aleksey Miranchuk,Ground Pass,Right Foot,67.4902,62.028038,84.3,55.9
18eaa357-6e45-4d19-ac43-c85684b140e7,312,1,00:07:31.321,7,,11,Regular Play,Russia,Aleksey Miranchuk,Right Attacking Midfield,0.784129,3788753,6299,,,,,0.9763113707896964,Complete,5177,Aleksandr Golovin,Ground Pass,Left Foot,80.133354,38.600266,82.8,25.9
8187c37e-26f8-4427-a218-442f745784ea,314,1,00:07:32.105,7,,11,Regular Play,Russia,Aleksandr Golovin,Left Attacking Midfield,0.698479,3788753,5177,,,,,0.9656404312025592,Complete,16583,Georgiy Dzhikiya,Ground Pass,No Touch,81.22787,24.653934,84.3,12.6
9c18d896-8bfb-435f-ac68-da7a6690bdb1,318,1,00:07:35.715,7,,11,Regular Play,Russia,Georgiy Dzhikiya,Left Center Back,1.315666,3788753,16583,True,,,,0.8960661687334982,Complete,5179,Daler Kuzyaev,Ground Pass,Left Foot,93.7,11.2,98.7,3.2
88d6f167-5950-4204-9bb5-c3a38e29566a,327,1,00:08:03.655,8,Goal Kick,12,From Goal Kick,Finland,Lukáš Hrádecký,Goalkeeper,4.443916,3788753,8667,,,,,0.5642171099402802,Complete,24321,Robin Lod,High Pass,Right Foot,7.0,44.1,50.4,47.3
3665e8c9-25f8-43f3-a651-4563fa0414a3,330,1,00:08:06.330,8,,12,From Goal Kick,Finland,Robin Lod,Right Center Midfield,1.768484,3788753,24321,True,,,,0.4422621565680199,Incomplete,,,High Pass,,53.67584,48.5518,68.3,48.1
da20e819-ab65-4bfd-9c38-81a5b6a13ef9,332,1,00:08:08.099,8,Recovery,13,Regular Play,Russia,Igor Diveev,Center Back,3.024229,3788753,31917,True,,,,0.7705282856743294,Complete,16583,Georgiy Dzhikiya,High Pass,Head,51.69724,33.460846,56.2,9.7
